,Unnamed: 0,question,label
2758,2758,Why JQuery click() method is not working?,low
2759,2759,how use aggregate functions in child elements using mongodb and c#?,low
2760,2760,AWS Cognito User authentication flow need suggestions and advices,low
2761,2761,alfresco-access application query filtering not working on 4.0.e,high
2762,2762,Color Legend for 'contourplot' (Lattice) exceeds display values - R,low
2763,2763,Class found in a Java application but not in JSF?,low
2764,2764,Create different launcher for different Product Flavor,low
2765,2765,How to show username field in keystonejs Admin UI during add/edit user?,low
2766,2766,Python: Including only the last 7 values in each key,low
2767,2767,Changing a button color on hover in xaml,low
2768,2768,Chrome disconnects after WebSockets handshake,high
2769,2769,How to create an array from csv string?,low
2770,2770,JQuery+Java setting field value with val() + single quote,low
2771,2771,Solution for convert SQL to XSLT,high
2772,2772,Function inside a function not working,low
2773,2773,android popup window with webpage in it,low
2774,2774,CakePHP: Pagination in an Element on home.ctp,low
2775,2775,Twitter. Post status with media,low
2776,2776,"Cannot read app.config, why?",low
2777,2777,Button [ .on() ] Broken?,low
2778,2778,Getting an email address for a user logged in through Active Directory with Spring Securitu,low
2779,2779,Error: Boot Image download from platform builder (Windows Embedded Compact 7),low
2780,2780,<img /> vs background-image (css) in performance,low
2781,2781,Should instances of a frozenset subclass be hashable in Python 3?,low
2782,2782,how to get input field name through event object in angular 2,low
2783,2783,If date is bigger than.. not working properly in php,low
2784,2784,Angularjs : 2 different scopes with same object data sharing same behaviour,high
2785,2785,How to display 3 random numbers and time intervals together,low
2786,2786,Android : How to get HTML content in String from WebView,low
2787,2787,How to convert mic audio input to LINEAR16 encoding BASE64 string using javascript,low
2788,2788,ActiveModel::MissingAttributeError in rails 3.2.12 with default_scope,high
2789,2789,iPhone and mac Connection Via Bonjour,low
2790,2790,Is possible to make sexy GUI with javaFX & swing?,low
2791,2791,HTML Multi-level Menu,low
2792,2792,"CA::AttrList::set(unsigned int, _CAValueType, void const*) Crash",low
2793,2793,Php sessions only work in Google Chrome,low
2794,2794,SAS - grouping pairs,low
2795,2795,OCaml performance of exceptions,low
2796,2796,Fit generic function (special case Power Law) to a histogram in R,high
2797,2797,Guice ignoring @Nullable on injected constructor parameter,low
2798,2798,Supporting a different look for the same View for the corresponding API level in Android,low
2799,2799,how to add dependent library(jar) to scala project in Eclipse/Scala IDE,low
2800,2800,Splitting up a string,low
2801,2801,Does php file() require fclose() at the end?,low
2802,2802,"Reading and writing a file (in video or picture format)in C, from one transmitter to a receiver",low
2803,2803,hiding a redirect to another domain,low
2804,2804,C# SoundPlayer static after WAV plays,low
2805,2805,android opengl api sample: Spritetext,low
2806,2806,Order the options of a select list,low
2807,2807,How to get PDF annotations when i touch on ipad screen,low
2808,2808,Best Practice to control access to service/screen access during run time in Spring based web application,low
2809,2809,Not able to select dynamically created elements,low
2810,2810,Checkbox invisible in IE8 however visible in Firefox,low
2811,2811,"Outputcache for two parameters, custom and Encoding",low
2812,2812,"Edit element in arraylist, find index?",low
2813,2813,Options for installing scikit-learn,low
2814,2814,How to prevent AngularJS sorting parameters in a GET request in a $resource action?,low
2815,2815,"Does '==', '>', or '<' work in Fortran 90?",low
2816,2816,How much allocated space for log/data is too much? (SQL Server 2008),low
2817,2817,Form not reading arrow key in keydown event,low
2818,2818,PHONE_REGISTRATION_ERROR C2DM on Ice cream sandwich AVD,low
2819,2819,NullpointerException after update Android Studio,low
2820,2820,How to capture exact text input in textarea and display it in a table?,low
2821,2821,PHPMailer Configuration,low
2822,2822,"carrierwave uploader uploads file, but still serves up default_url",low
2823,2823,What are the architecture options for express + socket.io + mongoDB,high
2824,2824,Combining two LINQ statments into one,low
2825,2825,overriding body/html class only on front page,low
2826,2826,Micro-optimizations: using intptr_t for flag/bool types,low
2827,2827,is there a standard way to validate both that a DATETIME value is properly formatted and that it is a valid date?,low
2828,2828,"return ""even"" if the number of strings are even and return ""odd"" if the number of strings are odd",low
2829,2829,PHP not getting POST data from $.ajax,low
2830,2830,Testing Dynamically generated UI elements using XCode Automation tool,low
2831,2831,Open a pdf content in a new browser tab,low
2832,2832,Override behavior of ToString on double because of scientific notation,low
2833,2833,Writing to a file in as3 flash develop,low
2834,2834,How to Programmatically close the notification tray,low
2835,2835,How to bind a list of checkboxes in AngularJS,low
2836,2836,"What does ""--enable-shared"" mean during Ruby compilation?",low
2837,2837,Autoincrement with SQL Insert,low
2838,2838,How to check the Username and Password for gmail login in c# using windows application?,low
2839,2839,Django 1.9 won't render the right page in links,low
2840,2840,Subset and lagging list data structure,low
2841,2841,OutOfMemoryError of Bitmap in Android,low
2842,2842,"Issue with windows service (C++,WinAPI)",low
2843,2843,CGI script skipping source command,low
2844,2844,can ASP.NET redirect an ajax call to a different web service?,low
2845,2845,Consume Json in REST post jersy,low
2846,2846,Only allow certain user input in html form,low
2847,2847,Pipes between child processes in C,low
2848,2848,"How do I replace a Hyperlink in a Gridview Column with an image, depending on the text in the column?",low
2849,2849,Can not get list object which have one-to-many relationship in hibernate using mysql,low
2850,2850,R Transformation of column values within dataframe,low
2851,2851,How do I pass value directly into a directive?,low
2852,2852,Can the keyboard be dismissed by touching outside of the cell in MonoTouch.Dialog?,low
2853,2853,"Loading JSON into table, sometimes table loads w/o data",low
2854,2854,How does the browser security policy work with XMLHttpRequest?,low
2855,2855,Get code from String C#,low
2856,2856,Reset an iframe before navigation,low
2857,2857,IBM Worklight JSONStore | Remove Document from Collection and erase it from memory,low
2858,2858,how can i execute a javascript function in my default browser with vb.net,low
2859,2859,3 Player game in C using Signals,high
2860,2860,Amatic SC normal 700 - rendering issue with question mark character?,low
2861,2861,How to get the current location on a button click in android using Xamarin MVVM?,low
2862,2862,Grails 3.0.8 throwing error 1 count of IllegalAnnotationsException when initializing JAXBContext using groovy,low
2863,2863,Left join with rails 4,low
2864,2864,How to reverse the order of Angular ngRepeat by object's keys which are numeric,low
2865,2865,Table does not exist error in my Formula annotation,low
2866,2866,Not reading last option value,low
2867,2867,proxy a fuseki sparql endpoint with nginx and query with yasgui,low
2868,2868,"Certain website loads blank in WebView, while others work fine - how to fix?",low
2869,2869,When/how REST replaced SOAP,low
2870,2870,Node.js express MySQL check for success,low
2871,2871,Extending Windows search index with a filter handler that works with a custom file format using C#/.NET,high
2872,2872,Variable increment in for loop doesn't work,low
2873,2873,Explicitly linking a local shared object library,low
2874,2874,overflow:hidden not working in Firefox or Opera,low
2875,2875,Java2D games: How to handle keyboard correctly?,low
2876,2876,Connected sortable lists with disabled items,low
2877,2877,Affects of changing email address of an Amazon account on AWS,low
2878,2878,Use alternative browser with Subversion URLs,low
2879,2879,Error in Qt: QMainWindowLayout::addItem: Please use the public QMainWindow API instead,low
2880,2880,how to fix un-representable DateTime in C#,low
2881,2881,"Python, PHP or what scripting language is the best for automating web-interaction tasks?",low
2882,2882,SQL Server : Casting a decimal value to nvarchar,low
2883,2883,How to extend Bootstrap 3 popover/tooltip with dynamic classes data-attr?,low
2884,2884,How to load land lot using arcgis api,low
2885,2885,Ignored JUnit Assert method calls executed outside of main thread,high
2886,2886,pypy in the browser?,low
2887,2887,How to flag the most efficient way a column of a dataframe by values of another dataframe's in python/pandas?,low
2888,2888,AJAX javascript not firing asp.net c#,low
2889,2889,PHP Fatal error: I'm trying to implement a Form\AbstractType in my Symfony2 application,low
2890,2890,Cross-domain: Parse error / Failed to load resource with JSON Ajax Call,high
2891,2891,Redirecting output to a local USB printer with PHP 4.3,low
2892,2892,Is there a way to convert incoming email to a HTTP POST request?,low
2893,2893,Replacing the ffmpegsumo in nwjs makes the application crash,low
2894,2894,EF and LINQ query to database speed,low
2895,2895,Setting lablestyle in KML,low
2896,2896,Jasper report not working in other PC after extracted as .exe,low
2897,2897,Creating a method from calling two classes in java,low
2898,2898,"Global variables have nil value, attempt to call global (a nil value) in Corona",low
2899,2899,"Returning an element from an ArrayList of collections, where each collection has a different element type",low
2900,2900,Annoying NullPointerException,low
2901,2901,get filenames from a directory without full path,low
2902,2902,ruby add key to hash without value,low
2903,2903,MySQL Order By and Group By issue,low
2904,2904,How do I make o convert Java to EXE,low
2905,2905,How to use unicode characters in S3's response-content-disposition header?,low
2906,2906,color text based on value - merge code,low
2907,2907,How to force an autolayout table view cell with size determined by autolayout to go to a height of 0?,low
2908,2908,Why this c program printing % after decimal value?,low
2909,2909,Erase IsolatedStorage from Windows Phone 7 emulator?,low
2910,2910,How can seemingly-conflicting conditional statements be structured so both are evaluated properly?,low
2911,2911,Align controls side by side,low
2912,2912,Redirecting via .htaccess to .php with arguments in current folder,low
2913,2913,JavaScript Date Object in IE9 Allowing Invalid Date,low
2914,2914,how to load image with relative path in bitmap,low
2915,2915,What does return True/False actually do? (Python),low
2916,2916,How can I find the number of elements in an array?,low
2917,2917,Node js request get page error 500,low
2918,2918,how to add two textbox values(data) to a single column into data base(My sql)?,low
2919,2919,How to attach jQuery countdown to code and make it work?,low
2920,2920,Trigger .webtest/.loadtest from code,low
2921,2921,"MPMoviePlayer crashing app on device but not in simulator, but only when trying to play some files",high
2922,2922,Logging out automaticly after 1. time login,low
2923,2923,Making an AI that talks through a JPanel,high
2924,2924,Form validation file input with jQuery not working,low
2925,2925,Unable to paginate EMR cluster using boto,low
2926,2926,What is the origin security for in a canvas?,low
2927,2927,jquery: physically paste html code inside div (and transform code later),low
2928,2928,Read from XML Using Linq and add it to a list containing objects,low
2929,2929,Google Gears Database performance,low
2930,2930,IIS8 Won't update web site,low
2931,2931,TypeInitializeException on MVVM pattern,high
2932,2932,"mysql ColumnName AS 1, ColumnName AS 2, with WHERE, using UNION for all columns get AS 1",low
2933,2933,A property's `fdel` method is not invoked when `__delattr__` is overridden,low
2934,2934,Android image drawn clipped,low
2935,2935,Incorrect this in select,low
2936,2936,Binding values from local array to specific property (Visibility) of all listbox items,low
2937,2937,Cannot compile code using Intel Cilk,low
2938,2938,batch set shutdown temp variable,low
2939,2939,Parsing a XML atribute with JQuery,low
2940,2940,Converting Integer to ObservableValue<Integer> in javafx,low
2941,2941,How to pass multi-dimensional array to function?,low
2942,2942,How to Return to the First Line in a Urlopen Object,low
2943,2943,Positioning multiple div elements,low
2944,2944,"Should every ""component"" on a page be a directive in angularJS",low
2945,2945,"Data Structure for implementing a registry of jobs, distributed to slave VM's",high
2946,2946,PHP: Create dynamic hyperlink from MySQL database,low
2947,2947,Following namespaces in SPARQL query,low
2948,2948,Transfer app to another developer when the app has a version waiting for upload?,low
2949,2949,Is resetting the array a valid way to break from Array.forEach?,low
2950,2950,Concatenating every third list,low
2951,2951,Find bug in the C Program to Reverse a String,low
2952,2952,Show FacesMessage after redirection from servlet or JAX-RS using Flash,high
2953,2953,How to add new record to table in Ms Access by form?,low
2954,2954,Random Generator Help C++,low
2955,2955,How to undo call-last-kbd-macro in emacs,low
2956,2956,Putting a form field inside a table,low
2957,2957,Android: Draw a canvas without obscuring row of buttons,low
2958,2958,Svnsync can't sync repository,low
2959,2959,Writing a sqlite3 table to csv,low
2960,2960,Why is a UIButton is overriding UITapGestureRecognizer?,low
2961,2961,How to find the selected row in the JTable to remove it?,low
2962,2962,Seg fault after pthread_create (,high
2963,2963,Instagram API get location data on geotagged photo,high
2964,2964,Is Id column required / recommended in fact table in the given scenario,low
2965,2965,Using PowerMock with Spock,low
2966,2966,HoloEverywhere - conflict attributes,low
2967,2967,"Theano, how to map operations to a batch?",high
2968,2968,What is the best way to find a composite?,low
2969,2969,Bootstrap - Change direction popover displays based on window size (css),low
2970,2970,Prevent inserting overlapping date ranges using a SQL trigger,high
2971,2971,File.Exists returned false for Url Type File Path,low
2972,2972,Redis client for react native,low
2973,2973,Distributed Celery scheduler,high
2974,2974,What is the correct way to draw lines direction by coditional,low
2975,2975,Using Excel VBA to select onchange value in JavaScript web,high
2976,2976,PF 5.3 line chart not working properly with X String values,low
2977,2977,How do I interact with this <File> object in a node.js stream?,low
2978,2978,Dynamic partitioning in google cloud dataflow?,low
2979,2979,How to get current Location in ArcGis map In android using Imagery Map server,low
2980,2980,implementation in cometD,low
2981,2981,Send SMS to ozeki Message Server from Website,low
2982,2982,mongoid query problem,low
2983,2983,Weird behaviour of os.access() method,low
2984,2984,Insert values from one table to another by query,low
2985,2985,Is any of this PHP code vulnerable to arbitrary file upload?,low
2986,2986,List all the process of 64bit windows in vb.net with idle time,low
2987,2987,NHibernate and Oracle Lite,low
2988,2988,"Is there a functional difference between Assert.IsNotNull(Â·) Assert.AreNotEqual(null,Â·)?",low
2989,2989,Missing dependency for application?,low
2990,2990,controller_path(object) is returning website.com/controller.1,low
2991,2991,don't work entitymanager.persist/merge,low
2992,2992,"How can I get the current time in ISO formatted string with the 'Z' as time designator instead of '+00:00'""?",low
2993,2993,Binding data to ComboBox WPF,low
2994,2994,C# directed graph generating library,low
2995,2995,Appending div causes element to scroll to bottom,low
2996,2996,How to remove error messages?,low
2997,2997,How to connect to SQL Server database from JavaScript in the browser?,low
2998,2998,How to get MAC address of client machine?,low
2999,2999,Failing to send key presses to a running process in C#,low
3000,3000,Team Formation using Drools Planner,high
3001,3001,dismissModalViewControllerAnimated not releasing view controller,low
3002,3002,Parallel Processing in SQL Server 2008 R2,low
3003,3003,Font size differences when converting Crystal reports to SSRS,low
3004,3004,Check a sequence inside another sequence in matlab,low
3005,3005,"Diagnostic Tools, ""Unable to start Standard Collector""",low
3006,3006,cross compile libgcrypt static lib for use on iOS,high
3007,3007,Inno Setup skips postinstall when 3rd party software installation was cancelled,low
3008,3008,numpy - Comparing two elements of a matrix and filling in the relative value in a different position,low
3009,3009,QuickBlox onRemoteVideoTrackReceive never called,low
3010,3010,how to reload/refresh the component view forcefully?,low
3011,3011,Get number of items in orderByChild equalTo,low
3012,3012,Validate nullable date time with fluent validation,low
3013,3013,Why my OpenGrok full search always failed to get results?,low
3014,3014,How to search word in word list?,low
3015,3015,What type of project should I create if I want them to act as individual modules in Prism WPF?,low
3016,3016,Create a thumbnail image from an onload,low
3017,3017,Android ViewPager with other Views inside NestedScrollView wrong behavior,low
3018,3018,How to convert text file in order to be placed in my acharengine array?,low
3019,3019,Determine the number of threads that a method uses,low
3020,3020,Jenkins Pipeline throttle other jobs,low
3021,3021,Expand background-image on mobile device to fit body,low
3022,3022,C - a simple expression for counting combinations in a range of numbers?,low
3023,3023,How to use lambda as lexical scope in C++,low
3024,3024,Play & Akka and blocking threads for database access,high
3025,3025,Is it possible to define in CSS NOT to apply style if element have certain class?,low
3026,3026,JQuery val() line breaks stop javascript when PHP value has line breaks,low
3027,3027,Regular expression to check a string starts with,low
3028,3028,Chef Windows: Create the home directory when creating Windows User,low
3029,3029,Object Undefined Issue,low
3030,3030,NSDictionary with multiple keys to TableView,low
3031,3031,Add text before and after a particular string javascripts,low
3032,3032,kitchen openstack steps/example,low
3033,3033,which is better... GATE or RapidMiner,low
3034,3034,RTMFP live webcam streaming (one-to-many) - Questions,high
3035,3035,Something similar to .one() for functions (run a function once),low
3036,3036,Opening/Changing a Iframe using a click event in wordpress,low
3037,3037,How to prevent lost updates in Java application which uses hibernate?,low
3038,3038,Android: Background Activity not visible,low
3039,3039,meteor.js with autoform: production fails,low
3040,3040,logic in sql statement,low
3041,3041,Managing a ComboBox items in JavaFX,low
3042,3042,Is there a use case for nested autonomous transactions?,high
3043,3043,how to do ad mediation with adcolony and others in UNITY 3D,high
3044,3044,Give focus to a component inside an expander,low
3045,3045,Infinispan data eviction,high
3046,3046,class loader,low
3047,3047,having problems with checklistbox click events,low
3048,3048,"Google Geocoding, Asynchronous Javascript, not working",low
3049,3049,OAUTH2 needed when no 3rd party apps are involved?,low
3050,3050,Specify console.trace depth,low
3051,3051,Java library that adds/subtracts two Date objects to the precision of milliseconds,low
3052,3052,"Can cherrypy handle say 5,000 requests a minute for an eCommerce website?",low
3053,3053,Mysql innoDB keeps crashing,low
3054,3054,"get error on ""buildozer android debug deploy run""",low
3055,3055,Add column in database then update the dbml,low
3056,3056,Big O notation - why is O(n^2/4) = O(n^2),low
3057,3057,Fallback to stdout if no file name provided,low
3058,3058,java socket Get IP of a conected Socket Client,low
3059,3059,sql - calendar table,low
3060,3060,url rewrite - redirect to HTTP except one page,low
3061,3061,Log user IP with PHP,low
3062,3062,How to select From Table with GROUP BY,low
3063,3063,Python - boolean matter,low
3064,3064,Possible to Proguard Code Used for Tests but not in Release?,low
3065,3065,System.Diagnostics.Trace/Debug on Windows CE 5.0 and Compact Framework 3.5,low
3066,3066,Remove borders from bars in histogram in R,low
3067,3067,Best practice for coding async web service calls on iOS,low
3068,3068,How to show a ProgressDialog while changing from a activity to another activity?,low
3069,3069,Trying to send user video from telegram bot using curl,low
3070,3070,Comparison in Redundant binary representation RBR,high
3071,3071,Doese nginx proxy cache support URL pattern filter?,low
3072,3072,Crash in CBPeripheral writeValue: forDescriptor:,low
3073,3073,Different implementations for Autocomplete-light,low
3074,3074,How to get resque-web to work on Heroku?,low
3075,3075,Performance of inline Python function definitions,low
3076,3076,fbx parser/loader for java exists?,low
3077,3077,Trouble converting POSTGIS query to GeoDjango query,low
3078,3078,Viewing Ad-Hoc crash reports from an iPhone,low
3079,3079,Convert string into tuple for django choices for forms.Select,low
3080,3080,Is java swing not working in java 8 update 45?,low
3081,3081,Can't build an F# project using the ApiaryTypeProvider. FSharp.Data.DesignTime can not be found,low
3082,3082,Objective-C constant: Xcode build failure for simulator while success in iPhone,low
3083,3083,How are 4 and 5 digit hex color codes represented?,low
3084,3084,ST_DWithin makes query slow (> 1000ms),low
3085,3085,Change ServiceProvider for Active Multipageeditor Page,low
3086,3086,opencv cv::findcontours program crashes,low
3087,3087,Tesseract: text2image not found (Mac OS X),low
3088,3088,How to pick an image at some index from UIImagePickerController under UITests in Xcode?,low
3089,3089,JSF EL expressions to check empty string in propery file?,low
3090,3090,Fine-uploader and PHP Server - Problems with big files (>900MB),high
3091,3091,Is there a way to pass selected drop-down value to other controller in angular js?,low
3092,3092,Angularjs app doesn't render well on slow internet connection,high
3093,3093,Display second column separated by comma as sub category,low
3094,3094,Customised search in a text file,low
3095,3095,Custom JLabel font is too small,low
3096,3096,Locate and tag words in text file,low
3097,3097,Main window appears behind other windows after splash screen,low
3098,3098,How to get the start time of an SQL process?,low
3099,3099,Tapping on scrolled list generates tap event for wrong element,low
3100,3100,Matrix3D.pointAt in Silverlight 3.0,low
3101,3101,"Can you save your Clojure REPL's state (or, effectivelly, can you program complex programs using REPL?)",low
3102,3102,How to set pageSizes after kendo grid is initialized?,low
3103,3103,Dynamically loaded AngularJS not working,low
3104,3104,Having trouble submitting form on return key,low
3105,3105,How to change IP without using proxy?,low
3106,3106,How to send keyboard and mouse command from host to VMware using autoit?,low
3107,3107,Wordpress buddypress: Missing argument error,low
3108,3108,Can Spring @Cacheable be configured to block on a cache miss?,high
3109,3109,Link from webpage to make shortcut on phone,low
3110,3110,jquery tools validator not working correctly and issue with element hanging below parent element,high
3111,3111,How to trigger an INSERT function after all rows have TRUE value in MySQL?,low
3112,3112,Adjacent Sibling Selector is not working as expected,low
3113,3113,Rails - trying to understand a piece of code,low
3114,3114,how can i return the nodes in pre-order from encoded tuple,low
3115,3115,Changing cloud endpoints root url does not appear to work,low
3116,3116,doctrine 2 many to many with translation,low
3117,3117,WinJS.UI.DatePicker in Universal App,low
3118,3118,NodeJS responded MySQL timezone is different when I fetch directly from MySQL,low
3119,3119,checkbox_oncheckedchange event not firing in a gridview,low
3120,3120,Select element by sibling content,low
3121,3121,should I manually create .vim/bundle directory for Vundle?,low
3122,3122,Matplotlib: Every tick in different color,low
3123,3123,Best way to combine first_name and last_name columns in Ruby on Rails 3?,low
3124,3124,Joomla virtuemart payment plugin event before confirm,low
3125,3125,Highlight Blank Text Boxes,low
3126,3126,fit exponential or hockey stick decay,low
3127,3127,Devise edit_account_password action redirects me to the root,low
3128,3128,Switching page when i try to update a data in Firebase DB- Ionic,low
3129,3129,Create Product with Woocommerce API and Oauth,low
3130,3130,Select from another table if result not matched,low
3131,3131,"How to make MySQL utilize available system resources, or find ""the real problem""?",high
3132,3132,How to know find DocumentComplete and BeforeNavigate2 event for the entire document?,low
3133,3133,How to change zIndex of an element on click in jquery?,low
3134,3134,AngularJS directive does not work inside an ngDialog,low
3135,3135,jstree 3 get the position where the target got dropped,low
3136,3136,org.jboss.weld.context.NonexistentConversationException while rendering error page,high
3137,3137,Run Chrome Extension On Any Instance Of Change In Browser,low
3138,3138,.htaccess Redirect all url requests to single page with query,low
3139,3139,How do you include another js file in Google's v8?,low
3140,3140,Novel or lesser known data structures for network (graph) data?,high
3141,3141,Downtime between calls to workers in MATLAB,low
3142,3142,Using JAVA NIO framework in SPRING server,high
3143,3143,Asynchronous requests with gcloud command line utility?,low
3144,3144,jQuery addClass to h1,low
3145,3145,JSON AJAX url wants more,low
3146,3146,tinymce - how to set the focus to the first editor on a page with multiple editors?,low
3147,3147,MySql UPDATE error. c#,low
3148,3148,How to update all records in a table with values from another table where records match by id?,low
3149,3149,Require returns an array instead of a boolean,low
3150,3150,Call method from another class with parameters,low
3151,3151,Hashing within a class,low
3152,3152,CodeIgniter link to search,low
3153,3153,Visual Studio 2012 - Performance Profiling Prism Applications,low
3154,3154,Python: checking for the existence of a variable in globals() makes it invisible in the local context,low
3155,3155,How can call several times to the same class?,low
3156,3156,Named entity recognition with a small data set (corpus),high
3157,3157,Fire Bootstrap popover at cursor x location?,low
3158,3158,How to style a link to a #section when you are scrolling to that section?,low
3159,3159,Change http request limit in Sailsjs,low
3160,3160,PHP POST data assign to two dimensional array,low
3161,3161,Problem creating ActiveRecord model: data missing from save,low
3162,3162,Extending lifetime of temporary - proper way,low
3163,3163,Increment input value by 10 returns NaN,low
3164,3164,How to use only 2 broker connections across 15+ number of processes?,low
3165,3165,How to import correctly an android app?,low
3166,3166,wso2 identity server axisfualt message when connecting to entitlement service,low
3167,3167,Ignore specific warnings with PHP_CodeSniffer,low
3168,3168,"In Qt Designer, can you hide a QDockWidget by default",low
3169,3169,C++ - Catch Unit test,low
3170,3170,filter a tiff image to reduce its pixel numbers without changing its bit depth,low
3171,3171,difficulty with enabling/disabling JComponents with a checkbox in Java,low
3172,3172,Set background color with text from url?,low
3173,3173,"OpenId Connect, best approach to getting a bearer token client side to call WebApi after MVC signin?",low
3174,3174,Permissions to Search on SQL - MOSS 2007,low
3175,3175,gjs/gnome-shell-extension: read remote jpg image from url and set as icon,low
3176,3176,How do I position a form to be top centre of the screen in VB,low
3177,3177,Use the %username% variable with the PowerShell Set-Location Commandlet,low
3178,3178,How to write a lightweight executable like uTorrent,high
3179,3179,MagicalRecord access oldest element added,low
3180,3180,whenever => cron job not accessing my model/database,low
3181,3181,How does Flash ActionScript read hand gesture using webcam?,high
3182,3182,page is not scrolling when opened in webview from url,low
3183,3183,Ajax response not working 10% of the time,low
3184,3184,Is it possible to add all the others into a column in PIVOT of SQL server,low
3185,3185,What is the Rails way to define tomorrow's date?,low
3186,3186,Breakpoints in JRE System Library in Eclipse,low
3187,3187,How can I get alerts to only show on a specific tab of a tabbed layout using MVC?,low
3188,3188,In ios 8.0Action Extension read image,low
3189,3189,OracleMTSRecoveryService file cannot find on local machine in service pannel,low
3190,3190,Check if the list is sorted,low
3191,3191,Mysql installation on Mac OSX El Capitan,low
3192,3192,Positioning Seek bar between two textviews doesn't work,low
3193,3193,How to modify a portion of the url using htacess?,low
3194,3194,Oracle PL/SQL array input into parameter of pipelined function,low
3195,3195,Tree of templates to generate UI layout from structure saved in Database,high
3196,3196,Delayed bind on ngModel,low
3197,3197,Check value of datatable to update or insert in c#,low
3198,3198,Parse file JSON in titanium,low
3199,3199,Nested dropdown with dynamic data,high
3200,3200,declaring and defining functions in javascript,low
3201,3201,Query on SQL Server Express is taking too long to execute,low
3202,3202,Python variable scope within try/except blocks,low
3203,3203,How to view/change the contents of array in phpMyAdmin,low
3204,3204,Opencart - how to force shipping method for purchases over $200 dollars?,low
3205,3205,Appending each element of list at the end of file lines,low
3206,3206,What is the difference between scale and zoom in webview?,low
3207,3207,javascript change element background onclick calling function,low
3208,3208,How to unit test network connections?,low
3209,3209,Switch case issue in objective C,low
3210,3210,Rails app: Testing a redirect doesn't route to where it should in test but does in life,low
3211,3211,PHP: Get base URL of a page,low
3212,3212,COMException When trying to open specific word files,low
3213,3213,Bootstrap 3 Collapse Menu stopped working in IOS7,low
3214,3214,how to create dynamic orgchart using google org on jsp?,high
3215,3215,Force Jenkins to Pull from GIT on master,low
3216,3216,C++ : Avoid lot of boolean variable for multiple verification conditions in trading app,low
3217,3217,Reassign onclick for anchor tag,low
3218,3218,Aspose.Words delete Nodes in a Bookmark,low
3219,3219,Best environment for production using PHP and MySQL,low
3220,3220,empty request.POST with django form,low
3221,3221,Reading server-side XML with JavaScript and jQuery,low
3222,3222,how to create new cluster with existing replica set in Mongo cloud manager,low
3223,3223,operator.itemgetter or lambda,low
3224,3224,Progress bar on http request,low
3225,3225,"How to get records of last month of this year,",low
3226,3226,Why is apply not already bound to functions in Javascript?,low
3227,3227,Combining columns from multiple SQL queries,low
3228,3228,CakePHP frontpage without index.php has error,low
3229,3229,Why is the set variable of a MasterPage empty accessing from Content Page,low
3230,3230,How do I shift the contents of an array a la Super 2048?,low
3231,3231,"Is the ""publish..."" action in VS2008 automatically compile in ""release"" mode?",low
3232,3232,Customize autocomplete dropdown in Coffeescript,low
3233,3233,Variable naming: member identification vs ease of use,high
3234,3234,Making PHP While Loops Dynamic,low
3235,3235,How do I show crisp lines in a UniformGrid control?,low
3236,3236,"Webpack-dev-server displays listing of ""magic html""",low
3237,3237,How can I capture sound from WebView on my Cocoa application,high
3238,3238,Do shared libraries use the same heap as the application?,low
3239,3239,http://www.facebook.com/sharer.php?u= content not refreshing with page updates,low
3240,3240,Groovy Dependency Injection: service is null,low
3241,3241,7165X786 size of large image could't be display in real device(Tablets),low
3242,3242,how to create dynamic configuration file using python,low
3243,3243,javascript regular expretion issue with facebook links,low
3244,3244,Running scripts from Perl CGI programs with root permissions,low
3245,3245,Best way to unit test an Opencv Project in Android,low
3246,3246,GIT: failed to push some refs to 'user@server:repositories/project.git',low
3247,3247,IE7 memory leak when using jquery ajax calls,low
3248,3248,"Spring REST, user ressource and password",low
3249,3249,Symfony2 form types entity no pre load,low
3250,3250,Vue.js ignore html in textarea,low
3251,3251,multi dimensional array in c,low
3252,3252,"Template iterator inside template class, clang cannot infer template parameter",high
3253,3253,Issue Sending Values > 127,low
3254,3254,Visual Studio SDK - GetClassificationSpans doesn't get called,low
3255,3255,How to create HtmlTag from String,low
3256,3256,How use session scope in play framework?,low
3257,3257,How to pull bank statements from websites?,low
3258,3258,HTML/PHP Forms?,low
3259,3259,Close BufferedReader.readLine() in SSLSocket?,low
3260,3260,Client redirect compatibility?,low
3261,3261,jquery mobile navbar isn't going active,low
3262,3262,css - removing spacing between rows in cells,low
3263,3263,"Count # of Similar Records, Average Count and # with specific count",low
3264,3264,Java ARP Scanner,high
3265,3265,Are there any benefits to using sql_variant over varchar in SQL Server?,low
3266,3266,Load image on ImageView from Gallery (Image is from my Google Photos),low
3267,3267,Reproduce a colour effect,low
3268,3268,Open Excel from Word using FileDialog,low
3269,3269,Rspec: adding before to all tests,low
3270,3270,Testing Internet connectivity problems such as hangs and timeouts with Javascript,low
3271,3271,Controller unable to download Wordpress JSON data,low
3272,3272,Getting redirected when refreshed emberjs,low
3273,3273,how to save the action in android?,low
3274,3274,"Log in with facebook in ios6 unrecognized selector sent to instance""",low
3275,3275,jQuery getScript,low
3276,3276,How to achieve multi column layout with inline images,low
3277,3277,mssql query join to work out esclation person based on discounts percentage,low
3278,3278,Why can't my java server and android client send any message back and forth?,low
3279,3279,asp.net CustomValidator server-side does not stop my program?,low
3280,3280,powershell - only use argument by name,low
3281,3281,Save Perspective Layout in Eclipse 4,low
3282,3282,Displaying taxonomy name in template file,low
